,participant_id,frame_id,timestamp,action,JOINT_NONE,JOINT_HEAD,JOINT_NECK,JOINT_TORSO,JOINT_WAIST,JOINT_LEFT_COLLAR,JOINT_LEFT_SHOULDER,JOINT_LEFT_ELBOW,JOINT_LEFT_WRIST,JOINT_LEFT_HAND,JOINT_RIGHT_COLLAR,JOINT_RIGHT_SHOULDER,JOINT_RIGHT_ELBOW,JOINT_RIGHT_WRIST,JOINT_RIGHT_HAND,JOINT_LEFT_HIP,JOINT_LEFT_KNEE,JOINT_LEFT_ANKLE,JOINT_RIGHT_HIP,JOINT_RIGHT_KNEE,JOINT_RIGHT_ANKLE
739,20,3626,"1,64986461060759E+018",knife,[ 0. -0.  0.],[ 1.98323547 -0.04754798  0.64456311],[ 1.98463354 -0.05450279  0.51295288],[ 2.06419629 -0.03908789  0.15125317],[ 2.07446777 -0.02421039 -0.06281766],[ 2.00498108 -0.05056054  0.42045081],[ 1.98991052 -0.23579868  0.4109754 ],[ 1.84619043 -0.46050171  0.24844168],[ 1.74272888 -0.21913449  0.37547522],[ 1.72203662 -0.17086105  0.40088193],[ 2.00498108 -0.05056054  0.42045081],[2.02751233 0.1270242  0.42073129],[2.03718738 0.19664029 0.1163892 ],[ 1.99822192  0.23722879 -0.16985233],[ 1.99042883  0.2453465  -0.22710063],[ 2.12404443 -0.14542279 -0.16364284],[ 2.08624121 -0.10114766 -0.63794495],[ 2.08624121 -0.10114766 -1.08031677],[ 2.13111133  0.09723655 -0.16323523],[ 2.12930957  0.02672618 -0.63586273],[ 2.12930957  0.02672618 -1.0782345 ]
877,20,3906,"1,6498646114809E+018",fork,[ 0. -0.  0.],[ 1.97152368 -0.04564995  0.6394248 ],[ 1.98421301 -0.05279794  0.51065808],[ 2.0416908  -0.05516381  0.16043817],[ 2.04943408 -0.04381266 -0.06867497],[ 1.99956506 -0.05342985  0.41711603],[ 1.99886877 -0.2582883   0.4206629 ],[ 1.91182605 -0.51405579  0.25967487],[ 1.84699658 -0.38701672  0.50567725],[ 1.83403064 -0.36160892  0.55487775],[ 1.99956506 -0.05342985  0.41711603],[2.02159985 0.14487343 0.41031635],[1.92900415 0.37802338 0.22063844],[1.91117834 0.31888486 0.49820615],[1.90761316 0.30705716 0.55371967],[ 2.09195093 -0.16682219 -0.12177635],[ 1.99703845 -0.12885001 -0.58086633],[ 1.99703845 -0.12885001 -1.02323816],[ 2.09250879  0.07753212 -0.12264387],[ 2.05476904  0.04291711 -0.59018164],[ 2.05476904  0.04291711 -1.03255347]
945,20,4169,"1,64986461224798E+018",salt_shaker_right,[ 0. -0.  0.],[ 1.94491284 -0.03727357  0.63892285],[ 1.97391919 -0.05038805  0.51094647],[ 2.05946411 -0.04679748  0.15682352],[ 2.06445459 -0.04253921 -0.07004062],[ 1.99617749 -0.04945381  0.41880585],[ 1.99879993 -0.23721426  0.41377539],[ 2.20996313 -0.31213287  0.18505342],[ 2.27084326 -0.38606711 -0.09831125],[ 2.28301929 -0.40085394 -0.15498419],[ 1.99617749 -0.04945381  0.41880585],[2.01104114 0.13699481 0.41888712],[1.99140283 0.2264711  0.11208955],[1.70281909 0.22753146 0.03343557],[1.64510229 0.22774353 0.01770477],[ 2.12151221 -0.15410281 -0.1430114 ],[ 1.99895349 -0.15425449 -0.59642389],[ 1.99895349 -0.15425449 -1.03879565],[ 2.12027783  0.06959492 -0.14270609],[ 2.10752417  0.02447643 -0.61004456],[ 2.10752417  0.02447643 -1.05241638]
979,20,4203,"1,64986461235325E+018",salt_shaker_left,[ 0. -0.  0.],[ 1.94560522 -0.03381996  0.63995105],[ 1.96289136 -0.04322015  0.51096228],[ 2.06252515 -0.01490068  0.16544345],[ 2.08730591 -0.00387654 -0.05828212],[ 1.98907532 -0.03577773  0.42015915],[ 1.97363562 -0.23729962  0.40454874],[ 1.74582544 -0.37973279  0.23884419],[ 1.45016919 -0.36568115  0.23673221],[ 1.39103796 -0.36287082  0.23630981],[ 1.98907532 -0.03577773  0.42015915],[2.02512317 0.14750981 0.41685913],[2.15024219 0.20428078 0.13266742],[ 2.10987671  0.28110724 -0.15032182],[ 2.10180371  0.29647253 -0.20691968],[ 2.13232861 -0.13256801 -0.15534241],[ 2.09000073 -0.10094416 -0.63102747],[ 2.09000073 -0.10094416 -1.07339929],[ 2.16678809  0.09545822 -0.1749382 ],[ 2.13225635  0.0400789  -0.64907825],[ 2.13225635  0.0400789  -1.09145007]
1081,20,4444,"1,64986461304083E+018",sugar_bowl,[ 0. -0.  0.],[ 1.9663042  -0.04375156  0.65428687],[ 1.98372058 -0.0586106   0.52071765],[ 2.03104541 -0.03476814  0.15786627],[ 2.04402051 -0.03298926 -0.04970772],[ 1.99595447 -0.05244709  0.42691711],[ 1.98563525 -0.24962531  0.4167373 ],[ 1.89136584 -0.34576932  0.15499818],[ 1.66177661 -0.1776992   0.12710524],[ 1.61585876 -0.14408517  0.12152665],[ 1.99595447 -0.05244709  0.42691711],[2.00947009 0.13758778 0.430466  ],[1.95322668 0.22650461 0.15556926],[1.69561365 0.11623524 0.09888522],[1.64409106 0.09418137 0.08754842],[ 2.09040161 -0.15622363 -0.12899683],[ 2.02817566 -0.14544202 -0.59536658],[ 2.02817566 -0.14544202 -1.0377384 ],[ 2.09988208  0.08370308 -0.13490607],[ 2.08042383  0.03903921 -0.60300397],[ 2.08042383  0.03903921 -1.04537573]
1227,20,4694,"1,64986461392366E+018",mixer,[ 0. -0.  0.],[ 1.93948779 -0.04448647  0.68263867],[ 1.97237708 -0.05635335  0.54903381],[ 2.06106006 -0.03869379  0.20218045],[ 2.07140942 -0.03500761 -0.02708293],[ 1.99583044 -0.05168306  0.45730417],[ 1.99733264 -0.27476996  0.466836  ],[ 1.96238049 -0.57895923  0.5395545 ],[ 1.89406567 -0.43497333  0.7786416 ],[ 1.86613745 -0.37610947  0.87638446],[ 1.99583044 -0.05168306  0.45730417],[2.01402881 0.16028432 0.46891931],[2.0011145  0.47432248 0.48485718],[1.97685156 0.42541483 0.76695789],[1.97199902 0.4156333  0.82337805],[ 2.10071021 -0.15616702 -0.09008677],[ 2.04047192 -0.13721819 -0.54918054],[ 2.04047192 -0.13721819 -0.99155237],[ 2.12316333  0.07254829 -0.09864729],[ 2.08258008  0.04434977 -0.55942133],[ 2.08258008  0.04434977 -1.00179309]
1368,20,4928,"1,6498646148322E+018",pressure_cooker,[ 0. -0.  0.],[ 2.02631567 -0.20120805  0.60402228],[ 2.02255029 -0.21297174  0.47100671],[ 2.07290771 -0.211293    0.13058093],[ 2.06782739 -0.20035291 -0.08148894],[ 2.03531616 -0.21254617  0.38470691],[ 2.01404565 -0.40409412  0.37329462],[ 1.8148241  -0.58456696  0.26543784],[ 1.61107275 -0.75120648  0.29117868],[ 1.57032251 -0.78453436  0.29632684],[ 2.03531616 -0.21254617  0.38470691],[ 2.05903247 -0.0248902   0.37383612],[1.91770679 0.19603911 0.25091324],[1.74666736 0.39719675 0.23584293],[1.71245947 0.43742828 0.23282886],[ 2.0857168  -0.3107037  -0.16013354],[ 2.05368408 -0.2809964  -0.59761084],[ 2.05368408 -0.2809964  -1.00472375],[ 2.09905884 -0.09958836 -0.17504947],[ 2.09190063 -0.12466928 -0.61392841],[ 2.09190063 -0.12466928 -1.02104126]
33,11,1070,"1,64986444577085E+018",teacup,[ 0. -0.  0.],[2.22636377 0.02357573 0.42917053],[2.22325488 0.02675694 0.29554507],[ 2.29771045  0.01367273 -0.05613528],[ 2.28624146  0.00288238 -0.27751959],[2.24222656 0.02342299 0.20593445],[ 2.23469702 -0.15857243  0.18898256],[ 2.26664893 -0.21635857 -0.11753603],[ 2.20622949 -0.24546724 -0.39059015],[ 2.19414551 -0.25128897 -0.44520099],[2.24222656 0.02342299 0.20593445],[2.25959814 0.20819865 0.18788101],[ 2.34334229  0.31301019 -0.09551843],[ 2.17989722  0.27994971 -0.32190109],[ 2.14720825  0.27333762 -0.36717761],[ 2.31543237 -0.11658119 -0.33181943],[ 2.28435303 -0.07597083 -0.77798883],[ 2.28435303 -0.07597083 -1.20571692],[ 2.31623169  0.12078477 -0.33501917],[ 2.2673606   0.09689454 -0.78080292],[ 2.2673606   0.09689454 -1.20853101]
241,11,1334,"1,64986444582641E+018",teapot,[ 0. -0.  0.],[2.21589209 0.0276331  0.43047028],[2.21689795 0.02370262 0.29561954],[ 2.27685815  0.03603103 -0.05556522],[ 2.26338843  0.04320877 -0.279     ],[2.23245459 0.02690122 0.20450473],[ 2.23513477 -0.17178279  0.21214178],[ 2.23323096 -0.49407043  0.17640381],[ 2.13733447 -0.73036292  0.33206287],[ 2.11815527 -0.7776214   0.36319467],[2.23245459 0.02690122 0.20450473],[2.25609253 0.20886406 0.19715796],[ 2.36293311  0.31309485 -0.09071562],[ 2.18599365  0.29120605 -0.33045157],[ 2.15060571  0.28682831 -0.37839874],[ 2.28458081 -0.07985618 -0.32049927],[ 2.26066309 -0.06250766 -0.77838245],[ 2.57174902  0.07119865 -1.04602393],[ 2.30421899  0.1542457  -0.33308304],[ 2.25813428  0.09275725 -0.78543842],[ 2.25813428  0.09275725 -1.21704468]
340,11,1581,"1,64986444587826E+018",spoon,[ 0. -0.  0.],[2.22258276 0.02115131 0.4414231 ],[2.21784619 0.01960813 0.30616498],[ 2.2553208   0.02049882 -0.0476709 ],[ 2.24496387  0.023266   -0.27209839],[2.22761865 0.0198404  0.21389236],[ 2.22848267 -0.17927945  0.20433023],[ 2.18593164 -0.47722183  0.13864476],[ 2.11197607 -0.33949438  0.37085733],[ 2.09718506 -0.31194888  0.41729984],[2.22761865 0.0198404  0.21389236],[2.2477207  0.21782843 0.20688791],[2.18184692 0.49420694 0.0878488 ],[2.08868384 0.40221918 0.33527527],[2.07005127 0.38382162 0.38476056],[ 2.2646394  -0.09484334 -0.3076705 ],[ 2.26491919 -0.08194782 -0.75721948],[ 2.26491919 -0.08194782 -1.19022729],[ 2.28028027  0.13609422 -0.309832  ],[ 2.23964453  0.0996568  -0.75624194],[ 2.23964453  0.0996568  -1.18924976]
546,11,1854,"1,64986444593659E+018",ladle,[ 0. -0.  0.],[2.2168208  0.01292891 0.42947375],[2.22304248 0.01733963 0.29430487],[ 2.26064111  0.02631765 -0.06402036],[ 2.23934058  0.02786339 -0.28774319],[2.2327251  0.01965167 0.20202797],[ 2.23394189 -0.16098691  0.18476028],[ 2.27455029 -0.23481093 -0.08673156],[ 2.01366895 -0.15854482 -0.20446774],[ 1.96149268 -0.1432916  -0.22801498],[2.2327251  0.01965167 0.20202797],[2.2489314  0.19682094 0.1892554 ],[ 2.28040161  0.27679926 -0.08170567],[ 2.0421012   0.18392    -0.23111699],[ 1.99444116  0.16534415 -0.26099927],[ 2.26773413 -0.08672313 -0.33552811],[ 2.25444775 -0.08021206 -0.79563953],[ 2.25444775 -0.08021206 -1.22875623],[ 2.28471265  0.1329382  -0.34203033],[ 2.25593555  0.09189258 -0.79964209],[ 2.25593555  0.09189258 -1.23275879]
755,11,2085,"1,64986444598619E+018",shallow_plate,[ 0. -0.  0.],[2.24313159 0.01861965 0.4280723 ],[2.23161011 0.01889657 0.29551682],[ 2.26664722  0.01890103 -0.05292432],[ 2.25426611  0.02237665 -0.2734245 ],[2.24073633 0.01889773 0.20475838],[ 2.23631323 -0.15790826  0.19862958],[ 2.17086108 -0.26782745 -0.07608723],[ 1.90307446 -0.18804248 -0.07032924],[ 1.84951709 -0.17208548 -0.06917764],[2.24073633 0.01889773 0.20475838],[2.25178979 0.1950444  0.19942351],[ 2.20631274  0.30212927 -0.08039819],[ 1.93183459  0.25868796 -0.11011586],[ 1.87693896  0.24999969 -0.11605939],[ 2.27810059 -0.09725017 -0.32022192],[ 2.26905566 -0.08223876 -0.75194458],[ 2.26905566 -0.08223876 -1.17761255],[ 2.29425977  0.13500037 -0.32538867],[ 2.25920532  0.09504295 -0.754185  ],[ 2.25920532  0.09504295 -1.17985303]
776,11,2337,"1,64986444603972E+018",dinner_plate,[ 0. -0.  0.],[2.2639585  0.02073852 0.42650104],[2.24668018 0.01946921 0.29396979],[ 2.25958008  0.01654552 -0.06460031],[ 2.25207593  0.01463892 -0.28632764],[2.24997437 0.01872259 0.20240234],[ 2.23573755 -0.15674075  0.1863869 ],[ 2.14628809 -0.22785846 -0.09154769],[ 1.85720117 -0.20304587 -0.07561767],[ 1.79938379 -0.19808334 -0.07243166],[2.24997437 0.01872259 0.20240234],[2.25585767 0.19928188 0.19234819],[ 2.12175317  0.22906366 -0.07492609],[ 1.83788379  0.20675122 -0.13290053],[ 1.78110986  0.20228873 -0.14449542],[ 2.28431079 -0.10182361 -0.3268302 ],[ 2.27891162 -0.07574236 -0.76378156],[ 2.48316895  0.10173093 -1.09487415],[ 2.29120776  0.12779338 -0.32977377],[ 2.26557422  0.08971927 -0.76512329],[ 2.26557422  0.08971927 -1.19272144]
852,11,2540,"1,64986444608367E+018",knife,[ 0. -0.  0.],[2.23392627 0.01891107 0.42748645],[2.22332861 0.02166007 0.29427515],[ 2.28194556 -0.00752771 -0.06641013],[ 2.27163135 -0.01520266 -0.28791632],[2.23798047 0.01436428 0.20411807],[ 2.23860474 -0.15453574  0.19365866],[ 2.27538818 -0.21978983 -0.09903665],[ 2.22194604 -0.26008496 -0.37904642],[ 2.21125757 -0.26814398 -0.43504837],[2.23798047 0.01436428 0.20411807],[2.22750488 0.19470062 0.18731007],[ 2.06185571  0.27953006 -0.05069416],[1.78094788 0.25996677 0.00924977],[1.72476636 0.25605411 0.02123856],[ 2.31111353 -0.13439468 -0.3372301 ],[ 2.27967944 -0.08681398 -0.78592517],[ 2.59857617  0.09885794 -1.00197021],[ 2.30425513  0.10567598 -0.33862198],[ 2.25192896  0.08958393 -0.7876012 ],[ 2.25192896  0.08958393 -1.21520447]
965,11,2653,"1,64986444610794E+018",initial,[ 0. -0.  0.],[2.22865381 0.01914743 0.42886176],[2.21983447 0.02254757 0.29539606],[ 2.27851587  0.0072984  -0.0698656 ],[ 2.27153857  0.01156619 -0.29182559],[2.23437183 0.0187698  0.20490771],[ 2.22514478 -0.15442374  0.19188443],[ 2.2542373  -0.21134703 -0.09999018],[ 2.20618115 -0.24607516 -0.373108  ],[ 2.19656982 -0.2530208  -0.42773157],[2.23437183 0.0187698  0.20490771],[2.24080615 0.1977144  0.19080896],[ 2.25565063  0.25321869 -0.10240824],[ 2.18397607  0.24689702 -0.37246667],[ 2.16964111  0.24563269 -0.42647836],[ 2.31045239 -0.10919085 -0.34426019],[ 2.28354077 -0.07106156 -0.79330365],[ 2.5986543   0.09984778 -1.0272262 ],[ 2.3062041   0.13126843 -0.34892401],[ 2.23684131  0.09763283 -0.79375598],[ 2.23684131  0.09763283 -1.22180566]
1005,11,2803,"1,64986444614052E+018",fork,[ 0. -0.  0.],[2.2263042  0.01347374 0.43460437],[2.23365283 0.02551429 0.30117511],[ 2.26467236  0.0204066  -0.05789752],[ 2.25005249  0.02241949 -0.28011472],[2.2415686  0.02421086 0.20954358],[ 2.24273511 -0.16525677  0.21961313],[ 2.17692432 -0.36283328 -0.0036674 ],[ 2.07657422 -0.25261264  0.23112042],[ 2.05650415 -0.23056851  0.278078  ],[2.2415686  0.02421086 0.20954358],[2.24593262 0.21244107 0.21153122],[ 2.12449927  0.39087988 -0.00442086],[2.06128125 0.28997336 0.24690649],[2.0486377  0.26979205 0.29717197],[ 2.27327295 -0.09507628 -0.30835828],[ 2.26328345 -0.07704852 -0.74339459],[ 2.51140771  0.12498125 -1.02951892],[ 2.29037378  0.13309018 -0.31194714],[ 2.25282397  0.10132294 -0.74468524],[ 2.25282397  0.10132294 -1.17392749]
1038,11,3025,"1,64986444618755E+018",salt_shaker_right,[ 0. -0.  0.],[2.23460596 0.02445681 0.42081436],[2.22598926 0.02705387 0.28694232],[ 2.29084033  0.01099149 -0.07170822],[ 2.28170361 -0.00464372 -0.29370267],[2.24234033 0.02300402 0.19651489],[ 2.23137842 -0.15070389  0.18344702],[ 2.32662793 -0.22545439 -0.09463036],[ 2.39581885 -0.28718713 -0.37665781],[ 2.40965698 -0.29953369 -0.43306329],[2.24234033 0.02300402 0.19651489],[2.25460645 0.20130557 0.18132249],[ 2.24070117  0.27924377 -0.11145632],[ 1.99227478  0.22932401 -0.26615009],[ 1.94258948  0.21934006 -0.29708884],[ 2.33422412 -0.12059862 -0.34617462],[ 2.27681592 -0.0806283  -0.78835425],[ 2.59869043  0.09642126 -1.01039722],[ 2.31805078  0.11638242 -0.3495575 ],[ 2.26604541  0.09870794 -0.79385376],[ 2.26604541  0.09870794 -1.22310059]
1057,11,3044,"1,64986444619163E+018",salt_shaker_left,[ 0. -0.  0.],[2.21244336 0.02463539 0.42155084],[2.20805957 0.0270113  0.28746936],[ 2.28494507  0.04239961 -0.06804422],[ 2.28223853  0.05423496 -0.28341144],[2.2274856  0.03089931 0.19764511],[ 2.20836597 -0.15367392  0.18690433],[ 2.18149097 -0.23991754 -0.11090208],[ 1.91537708 -0.16995349 -0.20120425],[ 1.8621543  -0.15596068 -0.21926469],[2.2274856  0.03089931 0.19764511],[2.24331421 0.20208345 0.18322244],[ 2.36253491  0.27852914 -0.0938901 ],[ 2.35020776  0.33963412 -0.37669781],[ 2.34774243  0.35185513 -0.43325937],[ 2.30979614 -0.06778604 -0.37268573],[ 2.28156348 -0.06558193 -0.82343726],[ 2.58921582  0.23374886 -0.82541235],[ 2.35270825  0.15792377 -0.37602972],[ 2.26154785  0.09401541 -0.81373328],[ 2.26154785  0.09401541 -1.2429801 ]
1248,11,3329,"1,64986444625222E+018",sugar_bowl,[ 0. -0.  0.],[2.23845898 0.01892068 0.42049789],[2.22597388 0.02214648 0.28686929],[ 2.26486719  0.02487659 -0.08454504],[ 2.255823    0.02273112 -0.30720767],[2.23555884 0.02281929 0.19533769],[ 2.24182031 -0.16114622  0.18734709],[ 2.24340649 -0.26252206 -0.10088591],[ 2.00292285 -0.11764884 -0.09438145],[ 1.95482617 -0.08867419 -0.09308057],[2.23555884 0.02281929 0.19533769],[2.25302222 0.20341879 0.18606885],[ 2.2381936   0.31000238 -0.09989958],[ 2.02288074  0.1303804  -0.08443213],[ 1.97981812  0.09445601 -0.08133864],[ 2.28054419 -0.09624738 -0.33921475],[ 2.24954785 -0.06697413 -0.79380487],[ 2.62735889  0.12908348 -0.85107434],[ 2.30085034  0.13484424 -0.34193204],[ 2.27426758  0.09831651 -0.79627661],[ 2.27426758  0.09831651 -1.22576379]
1344,11,3519,"1,64986444629229E+018",mixer,[ 0. -0.  0.],[2.22120801 0.01781035 0.42622153],[2.23012549 0.02022507 0.2921424 ],[ 2.26479102  0.02020621 -0.06100415],[ 2.25194971  0.02032741 -0.28373602],[2.23912646 0.02022017 0.20044734],[ 2.24844751 -0.1748149   0.19376031],[ 2.2148457  -0.44051212  0.04597679],[ 2.09009351 -0.34855994  0.2821669 ],[ 2.06514307 -0.33016949  0.32940491],[2.23912646 0.02022017 0.20044734],[2.25180884 0.21258218 0.18926437],[2.17435303 0.44672116 0.00831248],[2.03260974 0.40395258 0.24890295],[2.00426111 0.39539886 0.29702106],[ 2.27485449 -0.09882134 -0.31371518],[ 2.27166357 -0.08373388 -0.74612543],[ 2.50832373  0.04704266 -1.08042273],[ 2.29779565  0.13084924 -0.31819678],[ 2.26186426  0.10099923 -0.74835291],[ 2.26186426  0.10099923 -1.1783125 ]
1465,11,3747,"1,64986444634305E+018",pressure_cooker,[ 0. -0.  0.],[ 2.21801392 -0.18131015  0.50748254],[ 2.20586963 -0.17575157  0.37835382],[ 2.25658618 -0.18235889  0.03525372],[ 2.24918799 -0.18172781 -0.18011823],[ 2.2188811  -0.17744672  0.29032971],[ 2.21386328 -0.36185962  0.28098886],[ 2.17322437 -0.56733276  0.08801338],[ 1.93670459 -0.69536432  0.144799  ],[ 1.88940063 -0.72097064  0.15615611],[ 2.2188811  -0.17744672  0.29032971],[2.24262573 0.00524493 0.278008  ],[2.17895703 0.20712764 0.08748266],[1.96241394 0.36869705 0.13810544],[1.91910535 0.40101093 0.14823   ],[ 2.26280688 -0.2959335  -0.22551163],[ 2.29454199 -0.29883414 -0.68486316],[ 2.29454199 -0.29883414 -1.10017407],[ 2.28736304 -0.07571015 -0.23026225],[ 2.31251855 -0.11108524 -0.68866736],[ 2.47883447 -0.23577893 -1.04821375]
36,9,1023,"1,64986440580953E+018",teacup,[ 0. -0.  0.],[ 1.70027905 -0.11600282  0.43282568],[ 1.7183457  -0.1225792   0.31372168],[ 1.80457983 -0.1229781  -0.0027359 ],[ 1.82851355 -0.12610654 -0.19985663],[ 1.74009082 -0.12267979  0.23392278],[ 1.7301438  -0.30042438  0.23258305],[ 1.80166309 -0.49640097  0.05405453],[ 1.67729687 -0.30499188 -0.07834593],[ 1.65242358 -0.26671005 -0.10482603],[ 1.74009082 -0.12267979  0.23392278],[1.77422473 0.03759498 0.21587814],[ 1.81608936  0.0934187  -0.04968784],[ 1.76850879  0.11143693 -0.30861975],[ 1.75899268  0.11504057 -0.36040613],[ 1.85825879 -0.24082028 -0.27379663],[ 1.79460364 -0.28163617 -0.67708752],[ 1.79460364 -0.28163617 -1.06305469],[ 1.8754491  -0.02248004 -0.28194867],[ 1.85351831 -0.08116153 -0.68745697],[ 1.85351831 -0.08116153 -1.07342419]
257,9,1300,"1,64986440660813E+018",teapot,[ 0. -0.  0.],[ 1.72013684 -0.15801434  0.47179639],[ 1.74773438 -0.16501028  0.35409052],[ 1.80090137 -0.15813406  0.0398812 ],[ 1.81092139 -0.15191946 -0.16080132],[ 1.76158203 -0.16321933  0.27225302],[ 1.74082275 -0.34102771  0.26057306],[ 1.80386292 -0.52165131  0.06216341],[ 1.6749436  -0.34030994 -0.05533181],[ 1.64915979 -0.30404166 -0.07883085],[ 1.76158203 -0.16321933  0.27225302],[1.79992175 0.01471103 0.28515469],[1.75375696 0.27704913 0.35595624],[1.73094385 0.39306921 0.57805743],[1.72638123 0.41627322 0.62247766],[ 1.83837512 -0.26006747 -0.18098222],[ 1.83837512 -0.26006747 -0.59286786],[ 1.83837512 -0.26006747 -0.98028833],[ 1.85311462 -0.05071577 -0.18310056],[ 1.85103906 -0.07290187 -0.594383  ],[ 1.85103906 -0.07290187 -0.98180347]
310,9,1481,"1,64986440670803E+018",spoon,[ 0. -0.  0.],[ 1.72456763 -0.13939474  0.45596533],[ 1.73688159 -0.13884341  0.33549402],[ 1.7830769  -0.14869627  0.01955679],[ 1.78615662 -0.1474274  -0.1766313 ],[ 1.74888708 -0.14140404  0.25338638],[ 1.73237476 -0.31339178  0.25815805],[ 1.54739648 -0.50882916  0.31811035],[ 1.41211206 -0.46889987  0.53424841],[ 1.38505518 -0.460914    0.57747601],[ 1.74888708 -0.14140404  0.25338638],[1.77652271 0.03176807 0.25941116],[1.59473169 0.22680803 0.32954315],[1.47954419 0.19503421 0.55830969],[1.45650671 0.18867944 0.60406299],[ 1.81770996 -0.25161066 -0.19622624],[ 1.81770996 -0.25161066 -0.60810468],[ 1.81770996 -0.25161066 -0.99552563],[ 1.8267334  -0.04727072 -0.19731133],[ 1.83381519 -0.06863992 -0.60857416],[ 1.83381519 -0.06863992 -0.99599512]
494,9,1822,"1,64986440678045E+018",ladle,[ 0. -0.  0.],[ 1.76017444 -0.14457455  0.44939676],[ 1.75433643 -0.14457248  0.32572198],[ 1.80623401e+00 -1.40468399e-01  8.98956299e-04],[ 1.80751453 -0.13896997 -0.20462277],[ 1.76772693 -0.14351355  0.24191202],[ 1.73977307 -0.31531903  0.23881699],[ 1.61283154 -0.37315485 -0.00602429],[ 1.41594263 -0.20747491  0.00774957],[ 1.37656482 -0.17433893  0.01050435],[ 1.76772693 -0.14351355  0.24191202],[1.78525757 0.02483214 0.24048752],[1.64126855 0.10682742 0.01256132],[ 1.42432239 -0.03197202  0.02115716],[ 1.38093311 -0.05973191  0.02287633],[ 1.81742603 -0.24620845 -0.21299667],[ 1.76635767 -0.22367137 -0.63036963],[ 1.76635767 -0.22367137 -1.02646753],[ 1.83443274 -0.03642988 -0.21684435],[ 1.77875769 -0.08809372 -0.63102698],[ 2.12387598 -0.18963676 -0.79678491]
653,9,2027,"1,64986440682338E+018",shallow_plate,[ 0. -0.  0.],[ 1.75811975 -0.13754271  0.45834518],[ 1.76892395 -0.1399053   0.33872919],[ 1.80829956 -0.1420444   0.02669348],[ 1.81619446 -0.1375491  -0.17245544],[ 1.77923401 -0.14046539  0.25702661],[ 1.75786609 -0.31171469  0.25308565],[ 1.54957104 -0.4872334   0.22916467],[ 1.43149634 -0.32319095  0.36307285],[ 1.40788135 -0.29038245  0.38985449],[ 1.77923401 -0.14046539  0.25702661],[1.80082263 0.03374948 0.26255801],[1.57915552 0.19011452 0.22821495],[1.43113452 0.05953954 0.36900876],[1.40153027 0.03342455 0.39716751],[ 1.84167737 -0.24443228 -0.1875119 ],[ 1.84423682 -0.2290583  -0.58365234],[ 2.05629199 -0.0956814  -0.87508533],[ 1.85374475 -0.03953276 -0.19672026],[ 1.84037256 -0.07632472 -0.59122968],[ 1.84037256 -0.07632472 -0.97553442]
694,9,2299,"1,64986440688064E+018",dinner_plate,[ 0. -0.  0.],[ 1.75867908 -0.12010903  0.45745026],[ 1.76539771 -0.12634163  0.33668091],[ 1.80296008 -0.12571295  0.02295688],[ 1.81103406 -0.12032272 -0.1772552 ],[ 1.77526868 -0.12617642  0.25423793],[ 1.75261609 -0.2964147   0.25011383],[ 1.49800684 -0.33864301  0.15046417],[ 1.25339075 -0.28269321  0.17811563],[ 1.20446753 -0.27150323  0.18364592],[ 1.77526868 -0.12617642  0.25423793],[1.79840808 0.04190767 0.25191907],[1.53921106 0.08337408 0.16453113],[1.28676392 0.08240124 0.16331866],[1.23627454 0.08220667 0.16307617],[ 1.82733118 -0.22884076 -0.18584563],[ 1.82947241 -0.22079834 -0.59763422],[ 2.10644287 -0.12454874 -0.85093457],[ 1.85093884 -0.02244958 -0.19082852],[ 1.83757153 -0.06009415 -0.60075946],[ 1.83757153 -0.06009415 -0.98823535]
779,9,2501,"1,64986440692349E+018",knife,[ 0. -0.  0.],[ 1.73988196 -0.13326764  0.44621011],[ 1.74371533 -0.14186212  0.32643597],[ 1.80219421 -0.11340177  0.01157114],[ 1.8118092  -0.10344633 -0.17049541],[ 1.75869629 -0.13457121  0.24577457],[ 1.73381384 -0.30259674  0.23371231],[ 1.50903467 -0.45058005  0.18563785],[ 1.40289758 -0.34075293  0.38591238],[ 1.38167017 -0.31878751  0.42596729],[ 1.75869629 -0.13457121  0.24577457],[1.78809729 0.01810213 0.24293146],[ 1.81487598  0.07999032 -0.02199993],[ 1.76176489  0.10448215 -0.26698227],[ 1.7511427   0.10938052 -0.31597873],[ 1.8289082  -0.21254089 -0.21683127],[ 1.82712244 -0.18979128 -0.62474658],[ 2.09140967 -0.34850757 -0.85429712],[ 1.85213879e+00 -1.07918549e-03 -2.21309906e-01],[ 1.78687598 -0.08173645 -0.61646906],[ 1.78687598 -0.08173645 -1.00082843]
