,participant_id,frame_id,timestamp,action,JOINT_NONE,JOINT_HEAD,JOINT_NECK,JOINT_TORSO,JOINT_WAIST,JOINT_LEFT_COLLAR,JOINT_LEFT_SHOULDER,JOINT_LEFT_ELBOW,JOINT_LEFT_WRIST,JOINT_LEFT_HAND,JOINT_RIGHT_COLLAR,JOINT_RIGHT_SHOULDER,JOINT_RIGHT_ELBOW,JOINT_RIGHT_WRIST,JOINT_RIGHT_HAND,JOINT_LEFT_HIP,JOINT_LEFT_KNEE,JOINT_LEFT_ANKLE,JOINT_RIGHT_HIP,JOINT_RIGHT_KNEE,JOINT_RIGHT_ANKLE
862,10,2993,"1,64986443374467E+018",knife,[ 0. -0.  0.],[ 1.88618677 -0.01330204  0.57861945],[ 1.87418311 -0.00699796  0.43482471],[ 1.9437572  -0.01303947  0.04521436],[ 1.94291089 -0.0159788  -0.19452695],[ 1.89158728 -0.00850926  0.3373624 ],[ 1.90222046 -0.19603635  0.32975436],[ 1.96462695 -0.28628009  0.02007104],[ 1.8862063  -0.30020068 -0.29533487],[ 1.87052222 -0.3029848  -0.35841605],[ 1.89158728 -0.00850926  0.3373624 ],[1.89527686 0.18977084 0.34318152],[1.83593518 0.34284467 0.05859553],[1.68949487 0.20764346 0.31569537],[1.66020679 0.18060323 0.36711536],[ 2.00778357 -0.13910393 -0.26493298],[ 1.95789404 -0.07671199 -0.74961188],[ 1.95789404 -0.07671199 -1.21167676],[ 1.98109033  0.12157825 -0.25820728],[ 1.76843628  0.12415195 -0.70100183],[ 1.76843628  0.12415195 -1.16306677]
1008,10,3266,"1,64986443485813E+018",fork,[ 0. -0.  0.],[ 1.87983179 -0.01711872  0.57171063],[ 1.86722656 -0.01942199  0.42784766],[1.93142346e+00 6.57602310e-04 4.34728088e-02],[ 1.93352258  0.01080795 -0.19606384],[ 1.88351624 -0.01432688  0.33031418],[ 1.89792261 -0.22133435  0.32999304],[ 1.87133191 -0.33588159  0.02303107],[ 1.70496082 -0.29360126  0.25827301],[ 1.67168665 -0.2851452   0.30532141],[ 1.88351624 -0.01432688  0.33031418],[1.89584595 0.18584277 0.33655872],[1.81776416 0.29785382 0.03754272],[1.68093738 0.24075023 0.2881886 ],[1.65357202 0.22932951 0.33831778],[ 1.97486218 -0.1137197  -0.27021185],[ 1.95628552 -0.07334174 -0.75941516],[ 1.95628552 -0.07334174 -1.2214801 ],[ 1.96550647  0.14071643 -0.264742  ],[ 1.76243066  0.12200972 -0.7116264 ],[ 1.76243066  0.12200972 -1.17369141]
1176,10,3604,"1,64986443584147E+018",salt_shaker_right,[ 0. -0.  0.],[ 1.8712605  -0.00401456  0.5843407 ],[ 1.88489111e+00 -4.10109460e-04  4.40597961e-01],[ 1.96787927 -0.01156197  0.04911273],[ 1.97082275 -0.01134274 -0.1906299 ],[ 1.9054165  -0.00316829  0.3437724 ],[ 1.91453784 -0.19930936  0.33935361],[ 2.09137451 -0.28575696  0.05806181],[ 2.17059595 -0.31761197 -0.23729361],[ 2.18644019 -0.32398297 -0.29636469],[ 1.9054165  -0.00316829  0.3437724 ],[1.92564832 0.19924348 0.34485068],[1.86938367 0.26547162 0.01270982],[1.6158103  0.21574922 0.17930435],[1.56509558 0.20580475 0.21262326],[ 2.04553064 -0.1246992  -0.26191187],[ 1.95529138 -0.07729517 -0.74243787],[ 1.95529138 -0.07729517 -1.20450281],[ 2.0092157   0.12603178 -0.24924933],[ 1.87654102  0.13366171 -0.72214954],[ 1.87654102  0.13366171 -1.18421448]
1189,10,3617,"1,64986443587739E+018",salt_shaker_left,[ 0. -0.  0.],[1.87135339 0.00400401 0.58437231],[1.88453271e+00 3.80967468e-04 4.40588013e-01],[1.9483689  0.01735463 0.05531412],[ 1.95493994  0.0215463  -0.18431996],[1.90070276 0.00468047 0.34299634],[ 1.90012744 -0.19305249  0.3368623 ],[ 1.85683569 -0.24297458  0.00241812],[ 1.61362231 -0.17841542  0.16997591],[ 1.56497961 -0.16550359  0.20348746],[1.90070276 0.00468047 0.34299634],[1.93257495 0.19387019 0.34746133],[2.0945144  0.28954175 0.0631342 ],[ 2.14147656  0.38183319 -0.22089581],[ 2.1508689   0.40029147 -0.27770181],[ 2.00552112 -0.09554521 -0.26052411],[ 1.94625903 -0.02502014 -0.74302765],[ 1.94625903 -0.02502014 -1.20509253],[ 2.00109961  0.14970953 -0.24527542],[ 1.88758997  0.13726306 -0.72303687],[ 1.88758997  0.13726306 -1.18510181]
1357,10,3868,"1,64986443664934E+018",sugar_bowl,[ 0. -0.  0.],[1.91725696 0.05757354 0.5978761 ],[1.93796143 0.06243628 0.45501804],[1.98920496 0.06926271 0.06923544],[ 1.99273474  0.07119216 -0.17049162],[1.95099719 0.06417284 0.35687964],[ 1.97183459 -0.13173474  0.36050131],[ 1.94565955 -0.23903392  0.05088925],[ 1.70498132 -0.08253091  0.1423739 ],[ 1.6568457  -0.0512303   0.16067084],[1.95099719 0.06417284 0.35687964],[1.96308984 0.25863193 0.36196423],[1.92238623 0.34306406 0.04688912],[1.67887598 0.19514822 0.14493153],[1.63017395 0.16556506 0.16454001],[ 2.03737439 -0.05961903 -0.19140236],[ 1.96487915 -0.04910112 -0.67712769],[ 2.32621875  0.18578502 -0.84376001],[ 2.04780591  0.19636852 -0.19477203],[ 1.98169849  0.14666043 -0.67897687],[ 1.98169849  0.14666043 -1.14104175]
1500,10,4087,"1,64986443736067E+018",mixer,[ 0. -0.  0.],[1.92961499 0.00929287 0.60227301],[1.94072583 0.02953104 0.45969769],[1.99075391 0.04132977 0.08020029],[ 1.98614966  0.04629631 -0.15946486],[1.95366064 0.03258162 0.361578  ],[ 1.97132971 -0.17787738  0.37490088],[ 1.9849823  -0.40092651  0.13381871],[ 1.86391138 -0.31925449  0.39487378],[ 1.83969714 -0.30292007  0.44708478],[1.95366064 0.03258162 0.361578  ],[1.97452185 0.2361555  0.37420203],[1.86929004 0.48578766 0.18800877],[1.65138074 0.33711874 0.32904544],[1.60779883 0.30738495 0.35725278],[ 2.02419812 -0.07948808 -0.19078047],[ 1.96258667 -0.06731658 -0.67796759],[ 2.28204932 -0.19142581 -0.9878783 ],[ 2.02403174  0.17120853 -0.18995975],[ 1.98064124  0.14033887 -0.67828302],[ 1.98064124  0.14033887 -1.1403479 ]
1531,10,4118,"1,64986443745758E+018",mixer,[ 0. -0.  0.],[1.93115295 0.04152393 0.60412024],[1.93843872 0.03904618 0.45989285],[1.98845288 0.03786814 0.08026053],[ 1.98152563  0.03704245 -0.15939876],[1.95137158 0.03874156 0.36172595],[ 1.96897852 -0.16477957  0.37161209],[ 1.97684119 -0.38220831  0.12519612],[ 1.7308114  -0.31346039  0.27261276],[ 1.68160547 -0.29971082  0.3020961 ],[1.95137158 0.03874156 0.36172595],[1.97368018 0.24139487 0.36998093],[1.84209973 0.45850162 0.16115279],[1.82832129 0.35191357 0.43581219],[1.82556555 0.33059598 0.49074408],[ 2.02772485 -0.08607279 -0.20275516],[ 1.97423901 -0.07809982 -0.69098767],[ 2.29370117  0.23376205 -0.81011035],[ 2.02626343  0.16234918 -0.2002103 ],[ 1.97670508  0.13421494 -0.68811169],[ 1.97670508  0.13421494 -1.15017664]
1565,10,4250,"1,64986443790533E+018",initial,[ 0. -0.  0.],[1.89280396 0.05209208 0.70660876],[1.90438989 0.05590692 0.56359436],[2.00519617 0.06260887 0.18591754],[ 2.03131934  0.05726006 -0.05235587],[1.92992065 0.05760429 0.46794193],[ 1.9490094  -0.13320328  0.45345865],[ 2.01059827 -0.21542303  0.15131277],[ 1.960745   -0.25007726 -0.15590373],[ 1.95077429 -0.25700809 -0.21734703],[1.92992065 0.05760429 0.46794193],[1.93711047 0.24860388 0.45551712],[2.01152686 0.33242838 0.15671773],[ 1.92698889  0.34783054 -0.1444207 ],[ 1.9100813   0.35091098 -0.20464839],[ 2.09428857 -0.06974598 -0.12582294],[ 2.0777168  -0.04605495 -0.63311938],[ 2.0777168  -0.04605495 -1.09518433],[ 2.08490186  0.18734012 -0.12815875],[ 2.07697534  0.14991457 -0.6348363 ],[ 2.07697534  0.14991457 -1.09690125]
1583,10,4268,"1,6498644380027E+018",pressure_cooker,[ 0. -0.  0.],[ 1.88716321 -0.14809293  0.68173877],[ 1.92194946 -0.14026459  0.55677289],[ 1.99460315 -0.13539569  0.20259387],[ 2.00253064 -0.13998335  0.00239993],[ 1.93985022 -0.13906497  0.46950873],[ 1.91817627 -0.33741241  0.46212592],[ 1.93237683 -0.5687793   0.27294711],[ 1.75841968 -0.77481757  0.35859329],[ 1.7236283  -0.81602521  0.37572253],[ 1.93985022 -0.13906497  0.46950873],[1.96697314 0.05704877 0.47382788],[1.96526331 0.2180206  0.22162553],[1.76710522 0.40629691 0.29465607],[1.72747363 0.44395218 0.30926218],[ 2.04901978 -0.25346268 -0.08591011],[ 2.01492407 -0.25165498 -0.52570721],[ 2.01492407 -0.25165498 -0.94145026],[ 2.05306982 -0.0323354  -0.09085596],[ 2.0690835  -0.05901234 -0.53087787],[ 2.0690835  -0.05901234 -0.94662091]
59,13,1019,"1,64986444834242E+018",teacup,[ 0. -0.  0.],[ 2.05669434 -0.0454435   0.42847968],[ 2.04306445 -0.05164052  0.29268463],[ 2.09293945 -0.04616141 -0.07312979],[ 2.08722241 -0.04296706 -0.29982373],[ 2.05571533 -0.05025073  0.19989502],[ 2.06403027 -0.241056    0.20513632],[ 2.14492041 -0.40880157 -0.06580997],[ 1.95440503 -0.23031976 -0.226005  ],[ 1.916302   -0.1946234  -0.25804401],[ 2.05571533 -0.05025073  0.19989502],[2.07697925 0.12855017 0.19088293],[ 2.05505127  0.18348351 -0.13252885],[ 1.96861621  0.19324767 -0.42620877],[ 1.95132922  0.1952005  -0.48494476],[ 2.12261328 -0.16997556 -0.37213254],[ 2.04063403 -0.18750027 -0.8291485 ],[ 2.04063403 -0.18750027 -1.26621338],[ 2.12522949  0.08471255 -0.36956689],[ 2.05702271  0.02544788 -0.82533752],[ 2.05702271  0.02544788 -1.26240234]
191,13,1220,"1,64986444838522E+018",teapot,[ 0. -0.  0.],[ 2.02971509 -0.07013761  0.44050104],[ 2.01587671 -0.06984473  0.30445651],[ 2.06616357 -0.06296753 -0.06194641],[ 2.04978857 -0.06039423 -0.28834286],[ 2.02862122 -0.06810179  0.2115965 ],[ 2.02599121 -0.26124054  0.2051599 ],[ 2.12380273 -0.40526791 -0.06504118],[ 1.94030286 -0.31310831 -0.26610669],[ 1.90360291 -0.29467639 -0.30631979],[ 2.02862122 -0.06810179  0.2115965 ],[2.05771484 0.12551141 0.22272513],[2.03434778 0.44540839 0.24369022],[1.97177905 0.6891001  0.38258774],[1.95926526 0.73783844 0.41036725],[ 2.08521362 -0.18431042 -0.34339404],[ 1.98612695 -0.17777956 -0.79774841],[ 1.98612695 -0.17777956 -1.23522559],[ 2.08898535  0.05904309 -0.34888336],[ 2.00991711 -0.00678449 -0.80244006],[ 2.00991711 -0.00678449 -1.23991724]
355,13,1529,"1,64986444845028E+018",spoon,[ 0. -0.  0.],[ 2.15859351 -0.04203017  0.50738593],[ 2.16146875 -0.04619674  0.37073282],[ 2.13108032 -0.06672124 -0.01637476],[ 2.11808569 -0.06626958 -0.22639886],[ 2.15414233 -0.05114505  0.27740393],[ 2.1517959  -0.24373828  0.31550336],[ 1.92718628 -0.41839996  0.44162869],[ 2.02105603 -0.27070139  0.67327826],[ 2.03982996 -0.24116167  0.71960815],[ 2.15414233 -0.05114505  0.27740393],[2.16765381 0.14203171 0.28888959],[1.96085767 0.31804184 0.44094073],[2.0250957  0.20829366 0.7019325 ],[2.03794336 0.18634402 0.75413086],[ 2.15914551 -0.19121609 -0.31458423],[ 2.11100439 -0.1854767  -0.79126508],[ 2.11100439 -0.1854767  -1.22874231],[ 2.16285889  0.05084505 -0.32376813],[ 2.10639307  0.00955001 -0.79777399],[ 2.10639307  0.00955001 -1.23525122]
565,13,1760,"1,64986444849911E+018",ladle,[ 0. -0.  0.],[ 2.07566235 -0.04372796  0.42420673],[ 2.05458154 -0.06205837  0.29077234],[ 2.07029395 -0.06460649 -0.09284302],[ 2.06432593 -0.07197229 -0.31964746],[ 2.05841797 -0.06268054  0.19710623],[ 2.06365527 -0.2441778   0.19978378],[ 2.087177   -0.32955609 -0.09857993],[ 1.85305286 -0.19543419 -0.19141589],[ 1.80622803 -0.1686098  -0.20998309],[ 2.05841797 -0.06268054  0.19710623],[2.08768115 0.11268436 0.191283  ],[ 2.10332983  0.18553351 -0.11089541],[ 1.86963513  0.05763892 -0.21312611],[ 1.82289624  0.03206001 -0.23357225],[ 2.10065869 -0.20009738 -0.36453094],[ 2.01973267 -0.23713687 -0.82101508],[ 2.01973267 -0.23713687 -1.25849231],[ 2.11308862  0.04866479 -0.37277625],[ 2.01023193  0.02335324 -0.82563214],[ 2.01023193  0.02335324 -1.26310937]
720,13,1946,"1,64986444853771E+018",shallow_plate,[ 0. -0.  0.],[ 2.03525708 -0.04330062  0.4086236 ],[ 2.01259961 -0.05530743  0.28538727],[ 2.02785779 -0.0643899  -0.09977103],[ 2.01618506 -0.06636511 -0.32645868],[ 2.01630945 -0.05751574  0.19174002],[ 2.01492493 -0.24213283  0.19226262],[ 2.00516003 -0.38825467 -0.07154638],[ 1.80290076 -0.31986285  0.11974683],[ 1.76244885 -0.30618448  0.15800546],[ 2.01630945 -0.05751574  0.19174002],[2.0339342  0.1273651  0.18661014],[ 1.9561106   0.23590735 -0.08395262],[1.78213721 0.20087346 0.14118123],[1.74734253 0.19386668 0.18620801],[ 2.05041772 -0.18949857 -0.38509088],[ 1.94509766 -0.16339999 -0.83733569],[ 1.94509766 -0.16339999 -1.27481299],[ 2.05703906  0.04879145 -0.39488934],[ 1.98823926  0.00484201 -0.85274719],[ 1.98823926  0.00484201 -1.29022437]
760,13,2264,"1,64986444860678E+018",dinner_plate,[ 0. -0.  0.],[ 2.05721509 -0.0355266   0.42961105],[ 2.03184375 -0.04242358  0.29467218],[ 2.04122021 -0.06188182 -0.0813244 ],[ 2.03563623 -0.06120716 -0.30946875],[ 2.03419019 -0.04729293  0.20058041],[ 2.03413208 -0.23873422  0.1998076 ],[ 2.01748743 -0.46328333 -0.01741233],[ 1.85405627 -0.28247507  0.13227861],[ 1.82137    -0.24631342  0.1622168 ],[ 2.03419019 -0.04729293  0.20058041],[2.03757104 0.14504144 0.18346762],[ 1.89748657  0.3371525  -0.01988794],[1.82881885 0.11873911 0.15154445],[1.81508533 0.07505643 0.18583093],[ 2.06980908 -0.18143762 -0.37663333],[ 1.95688428 -0.17997173 -0.83034985],[ 1.95688428 -0.17997173 -1.27016125],[ 2.07335889  0.05091363 -0.38746637],[ 1.99133447 -0.00788114 -0.84400555],[ 1.99133447 -0.00788114 -1.28381689]
817,13,2448,"1,64986444867731E+018",knife,[ 0. -0.  0.],[ 2.04785278 -0.03270488  0.44468054],[ 2.03128369 -0.06950987  0.31410065],[ 2.05163086 -0.06224038 -0.06385849],[ 2.04466553 -0.05943633 -0.29194858],[ 2.03634912 -0.06770013  0.22000739],[ 2.03272437 -0.27800366  0.24300903],[ 1.94962744 -0.49497589  0.03343124],[ 1.87718188 -0.32816312  0.27460266],[ 1.86269275 -0.29480057  0.32283694],[ 2.03634912 -0.06770013  0.22000739],[2.04810791 0.11526085 0.19534674],[ 2.02797766  0.18300955 -0.10946429],[ 1.9483031   0.17680402 -0.4007579 ],[ 1.93236816  0.17556291 -0.45901663],[ 2.07591992 -0.18418127 -0.35803012],[ 1.97192114 -0.12948228 -0.81058447],[ 1.97192114 -0.12948228 -1.25039587],[ 2.08904248  0.06022644 -0.35961926],[ 1.98311133  0.03158948 -0.81412073],[ 1.98311133  0.03158948 -1.25393213]
903,13,2690,"1,64986444872886E+018",initial,[ 0. -0.  0.],[ 2.03558777 -0.04196445  0.42009094],[ 2.00780542 -0.0466244   0.28553168],[ 2.04951807 -0.06569556 -0.08427841],[ 2.04059106 -0.07074346 -0.31226154],[ 2.0183551  -0.05144777  0.19200139],[ 2.01898572 -0.23034628  0.19435864],[ 2.044651   -0.30562476 -0.12594333],[ 1.92695874 -0.34240436 -0.40395612],[ 1.90342029 -0.34976028 -0.45955869],[ 2.0183551  -0.05144777  0.19200139],[2.03295105 0.12885071 0.18176541],[ 2.0122251   0.17902359 -0.14376807],[ 1.92320459  0.18640686 -0.43448465],[ 1.90540051  0.18788351 -0.49262796],[ 2.09157129 -0.19942148 -0.3786618 ],[ 2.09157129 -0.19942148 -0.8462226 ],[ 2.09157129 -0.19942148 -1.28603394],[ 2.08159229  0.05893189 -0.38345795],[ 1.96902881 -0.04970963 -0.82407056],[ 1.96902881 -0.04970963 -1.26388196]
953,13,2740,"1,64986444873934E+018",fork,[ 0. -0.  0.],[ 2.05865112 -0.03415339  0.43034393],[ 2.03591919 -0.05065012  0.29576959],[ 2.03449841 -0.07046213 -0.08475983],[ 2.02298352 -0.06957278 -0.31268106],[ 2.03556775 -0.05555035  0.20165082],[ 2.03003699 -0.25302127  0.2127908 ],[ 1.87195898e+00 -4.19358582e-01  8.63380432e-05],[ 1.75573218 -0.34471042  0.25010294],[ 1.73248682 -0.32978079  0.30010626],[ 2.03556775 -0.05555035  0.20165082],[2.05816064 0.14637439 0.20324484],[ 1.85279321  0.25411414 -0.00679372],[1.78551038 0.19006241 0.26331693],[1.77205383 0.17725206 0.31733905],[ 2.06717798 -0.18762032 -0.36008383],[ 1.95247485 -0.18869266 -0.81335547],[ 1.95247485 -0.18869266 -1.25316687],[ 2.05702344  0.05428835 -0.35503674],[ 1.97911475 -0.01199915 -0.81127063],[ 1.97911475 -0.01199915 -1.25108203]
1023,13,3010,"1,64986444879651E+018",salt_shaker_right,[ 0. -0.  0.],[ 2.02210815 -0.04736015  0.42252966],[ 2.01297119 -0.04999335  0.28538245],[ 2.04212158 -0.06431878 -0.08931415],[ 2.03848083 -0.07194368 -0.31724103],[ 2.020276   -0.05358315  0.19148767],[ 2.02137927 -0.24253394  0.19171481],[ 2.12626807 -0.32665546 -0.09181082],[ 2.13854102 -0.4193739  -0.37265732],[ 2.14099561 -0.4379176  -0.42882663],[ 2.020276   -0.05358315  0.19148767],[2.02335474 0.13689764 0.18107462],[ 1.94162659  0.24370483 -0.10243487],[ 1.64588953  0.24002484 -0.09026472],[ 1.58674207  0.23928885 -0.0878307 ],[ 2.07801416 -0.19122906 -0.37722012],[ 1.97965088 -0.1623414  -0.83340356],[ 1.97965088 -0.1623414  -1.27321497],[ 2.07661719  0.04291496 -0.38606094],[ 1.99092444 -0.01710577 -0.8417663 ],[ 1.99092444 -0.01710577 -1.28157764]
1071,13,3058,"1,64986444880672E+018",salt_shaker_left,[ 0. -0.  0.],[ 2.02658972 -0.05073346  0.41589182],[ 2.01166943 -0.05301633  0.28572174],[ 2.05208911 -0.05859754 -0.08677621],[ 2.04232178 -0.06033754 -0.31477411],[ 2.02183533 -0.05442005  0.19203523],[ 2.01928186 -0.2406218   0.19256509],[ 2.03181909 -0.35316147 -0.11021342],[ 1.75970715 -0.38196283 -0.19497092],[ 1.70528479 -0.38772311 -0.21192242],[ 2.02183533 -0.05442005  0.19203523],[2.03714038 0.1268148  0.18110855],[ 2.11090625  0.20398575 -0.12401512],[ 2.03359106  0.2660986  -0.39275793],[ 2.01812805  0.27852118 -0.4465065 ],[ 2.08222314 -0.18673079 -0.38209753],[ 1.99567773 -0.17087418 -0.84130511],[ 1.99567773 -0.17087418 -1.28111646],[ 2.08942798  0.05828551 -0.3906651 ],[ 1.9810863  -0.02893615 -0.83705896],[ 1.9810863  -0.02893615 -1.27687036]
1208,13,3294,"1,64986444885702E+018",sugar_bowl,[ 0. -0.  0.],[ 2.0382345  -0.05551229  0.42837921],[ 2.02044189 -0.06235731  0.29223096],[ 2.04033337 -0.07450961 -0.10887985],[ 2.03320251 -0.08046069 -0.33690442],[ 2.02510779 -0.06520786  0.19814279],[ 2.0307738  -0.25431461  0.19983339],[ 2.02426245 -0.35506265 -0.0963214 ],[ 1.78216321 -0.21366031 -0.04791041],[ 1.73374341 -0.18537984 -0.03822821],[ 2.02510779 -0.06520786  0.19814279],[2.04580383 0.12048525 0.18538045],[ 1.98768677  0.2034696  -0.1106537 ],[ 1.81153833 -0.00782628 -0.038017  ],[ 1.77630859 -0.05008546 -0.02348966],[ 2.06635938 -0.2022049  -0.36853836],[ 2.00570544 -0.20834637 -0.83210767],[ 2.00570544 -0.20834637 -1.27191907],[ 2.07031714  0.03842103 -0.37462616],[ 2.00751855  0.01533148 -0.83737482],[ 2.00751855  0.01533148 -1.27718616]
1320,13,3508,"1,64986444890223E+018",mixer,[ 0. -0.  0.],[ 2.025401   -0.06113353  0.42953445],[ 2.01339014 -0.06267992  0.29259241],[ 2.01516321 -0.07980762 -0.09483936],[ 1.999125  -0.0790016 -0.3224873],[ 2.01382104 -0.06684231  0.19843846],[ 2.01263513 -0.27047537  0.21499863],[ 2.00629675 -0.4513512  -0.04023443],[ 1.88082532 -0.35808185  0.19778795],[ 1.85573108 -0.33942798  0.24539243],[ 2.01382104 -0.06684231  0.19843846],[2.03696899 0.13288519 0.19061868],[ 1.96792566  0.28323065 -0.07495507],[1.83454565 0.32277057 0.17352695],[1.80786963 0.33067856 0.22322336],[ 2.04265454 -0.1967684  -0.38002853],[ 1.95732397 -0.18483633 -0.83958209],[ 1.95732397 -0.18483633 -1.27939343],[ 2.0385343   0.04009236 -0.37997745],[ 1.98563489  0.03308163 -0.84448322],[ 1.98563489  0.03308163 -1.28429456]
1411,13,3712,"1,64986444894643E+018",pressure_cooker,[ 0. -0.  0.],[ 1.98585156 -0.20672159  0.41951273],[ 2.00544971 -0.22462857  0.30523517],[ 2.05680444 -0.23672003 -0.04670581],[ 2.05074634 -0.24032909 -0.25275775],[ 2.01789197 -0.22755811  0.21996646],[ 2.00264355 -0.41737714  0.23321483],[ 1.98702893 -0.50306451 -0.03194807],[ 1.79984998 -0.40846335  0.13712561],[ 1.76241418 -0.38954312  0.17094034],[ 2.01789197 -0.22755811  0.21996646],[ 2.0344104  -0.04166156  0.21561842],[ 1.98161609  0.02852165 -0.04930526],[ 1.80451978 -0.02563914  0.14633401],[ 1.76910046 -0.03647131  0.18546187],[ 2.07662573 -0.36031842 -0.33772778],[ 2.01164075 -0.39010114 -0.75995624],[ 2.38951294 -0.35947388 -0.89474634],[ 2.08244751 -0.12348261 -0.33897821],[ 2.02843481 -0.14750142 -0.76311572],[ 2.32111963 -0.38979736 -0.63074536]
